organismo,nombre,cargo,grado,estamento,sueldo_bruto,fuente,archivo_origen,fecha_procesamiento
Ministerio del Deporte,María García,Analista,7,Profesional,4874739,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Ana González,Especialista,7,Profesional,5622364,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Juan Torres,Asesor,7,Profesional,5111473,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carmen Ramírez,Profesional,7,Profesional,4757771,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Isabel Pérez,Especialista,7,Profesional,4296506,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Aduanas,Carlos Martínez,Analista,7,Profesional,4128583,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,María Pérez,Especialista,8,Profesional,5134620,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Agrícola y Ganadero,María Sánchez,Asesor,8,Profesional,4385738,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Ana Torres,Asesor,8,Profesional,3815111,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Carmen Hernández,Especialista,8,Profesional,3538357,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Carlos Ramírez,Especialista,8,Profesional,4364142,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Pedro Hernández,Asesor,8,Profesional,4160010,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Carmen Martínez,Consultor,8,Profesional,4251516,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carlos García,Analista,8,Profesional,5060299,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Elena Martínez,Analista,8,Profesional,4771558,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Ana Martínez,Profesional,8,Profesional,4680711,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carlos Ramírez,Asesor,8,Profesional,4527937,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Juan Sánchez,Profesional,8,Profesional,4868136,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Pedro Ramírez,Profesional,8,Profesional,3872527,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Carlos Rodríguez,Asesor,8,Profesional,3970052,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Elena Ramírez,Asesor,8,Profesional,4721251,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Miguel García,Analista,8,Profesional,4273499,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Isabel Ramírez,Profesional,8,Profesional,4629834,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Luis García,Asesor,8,Profesional,4006175,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Carlos Pérez,Analista,8,Profesional,4416328,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Isabel Ramírez,Asesor,8,Profesional,4619287,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Pedro Sánchez,Profesional,8,Profesional,4316344,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Registro Civil,Carmen Rodríguez,Especialista,8,Profesional,4134163,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Pedro Rodríguez,Consultor,8,Profesional,4449118,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Luis García,Asesor,8,Profesional,3801132,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Carmen Rodríguez,Analista,8,Profesional,3793858,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Miguel Ramírez,Asesor,8,Profesional,4502561,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Carmen Sánchez,Profesional,8,Profesional,4210963,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,María Torres,Profesional,8,Profesional,4377367,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,María Ramírez,Consultor,8,Profesional,4366503,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carlos Ramírez,Asesor,8,Profesional,4325953,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Elena Rodríguez,Analista,8,Profesional,4369629,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Juan Pérez,Consultor,8,Profesional,4642682,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Pedro Ramírez,Consultor,8,Profesional,4897016,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Miguel Torres,Profesional,8,Profesional,4840294,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Pedro Ramírez,Analista,8,Profesional,3808043,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Miguel Torres,Profesional,8,Profesional,4418396,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,María Hernández,Profesional,8,Profesional,4602395,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Miguel Pérez,Profesional,8,Profesional,4782316,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,María Hernández,Consultor,8,Profesional,4264205,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Juan Ramírez,Consultor,8,Profesional,4561041,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Isabel Pérez,Analista,8,Profesional,3962498,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Ana García,Asesor,8,Profesional,3533433,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Miguel Rodríguez,Analista,8,Profesional,3865857,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Pedro Hernández,Especialista,8,Profesional,4227642,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Luis Pérez,Asesor,8,Profesional,4164952,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Isabel Ramírez,Analista,8,Profesional,3848248,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Elena Pérez,Profesional,8,Profesional,4487916,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Juan Sánchez,Asesor,9,Profesional,3915084,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Isabel Ramírez,Analista,9,Profesional,4142855,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Interior,Juan García,Analista,9,Profesional,4183761,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Carlos Torres,Especialista,9,Profesional,3435386,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Carlos García,Analista,9,Profesional,4905702,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Juan Rodríguez,Analista,9,Profesional,4784982,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional del Consumidor,Pedro Hernández,Profesional,9,Profesional,3365950,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Miguel García,Asesor,9,Profesional,4320534,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Carmen González,Especialista,9,Profesional,3861841,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Luis Sánchez,Consultor,9,Profesional,3738939,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carmen López,Analista,9,Profesional,3588978,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Carlos Hernández,Especialista,9,Profesional,4289293,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Miguel Torres,Consultor,9,Profesional,3817691,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Carmen López,Especialista,9,Profesional,4079134,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,María Rodríguez,Especialista,9,Profesional,3829049,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Minería,Carmen García,Profesional,9,Profesional,4739332,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Pedro García,Consultor,9,Profesional,3561797,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Isabel Rodríguez,Especialista,9,Profesional,3580826,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carlos Torres,Especialista,9,Profesional,4285827,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Luis Hernández,Analista,9,Profesional,4623877,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Elena García,Especialista,9,Profesional,4911667,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Luis López,Asesor,9,Profesional,4099605,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Carmen Hernández,Profesional,9,Profesional,3900640,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Pedro García,Analista,9,Profesional,4026874,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Elena González,Especialista,9,Profesional,3733492,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Luis Martínez,Asesor,9,Profesional,3777842,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Carmen López,Asesor,9,Profesional,4141551,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Elena Hernández,Consultor,9,Profesional,3561079,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,María Hernández,Consultor,9,Profesional,3448678,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Juan Hernández,Analista,9,Profesional,3584066,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Juan Rodríguez,Consultor,9,Profesional,3545252,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Elena Ramírez,Consultor,9,Profesional,4668912,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Miguel López,Consultor,9,Profesional,4614125,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Carlos Pérez,Profesional,9,Profesional,4554216,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Luis Torres,Consultor,9,Profesional,4214501,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Ana López,Especialista,9,Profesional,3421556,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Carlos López,Profesional,9,Profesional,4292809,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Isabel López,Asesor,9,Profesional,4494480,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Carlos Martínez,Profesional,9,Profesional,4476877,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Elena Rodríguez,Profesional,9,Profesional,4042966,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carmen Hernández,Analista,9,Profesional,3677215,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Miguel Ramírez,Analista,9,Profesional,4565723,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Carmen Rodríguez,Profesional,9,Profesional,4168820,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Miguel García,Especialista,9,Profesional,4125149,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Juan Martínez,Profesional,10,Profesional,4381796,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Juan Pérez,Analista,10,Profesional,3780055,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Pedro Pérez,Consultor,10,Profesional,3836875,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Elena Martínez,Profesional,10,Profesional,3688047,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Isabel López,Especialista,10,Profesional,3902699,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Luis Pérez,Analista,10,Profesional,3226057,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Elena González,Analista,10,Profesional,4100351,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Carmen García,Especialista,10,Profesional,3932433,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,María Ramírez,Especialista,10,Profesional,4394986,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Carlos Rodríguez,Analista,10,Profesional,3496321,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Elena García,Asesor,10,Profesional,3624628,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,María Pérez,Analista,10,Profesional,4336192,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Miguel Torres,Profesional,10,Profesional,3675868,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Juan García,Consultor,10,Profesional,3593271,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Juan Hernández,Especialista,10,Profesional,4009623,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Elena López,Especialista,10,Profesional,4377571,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Pedro González,Especialista,10,Profesional,4258545,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Pedro Martínez,Profesional,10,Profesional,3243329,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,María Hernández,Analista,10,Profesional,4255829,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Miguel Hernández,Especialista,10,Profesional,4382531,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Miguel Hernández,Profesional,10,Profesional,3635752,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Carlos Martínez,Consultor,10,Profesional,3525271,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Ana Hernández,Profesional,10,Profesional,4518186,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Pedro Sánchez,Asesor,10,Profesional,4283060,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Elena González,Especialista,10,Profesional,4252881,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Juan Pérez,Analista,10,Profesional,4232375,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,María Ramírez,Consultor,10,Profesional,4262879,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,María González,Especialista,10,Profesional,4138259,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Elena Torres,Profesional,10,Profesional,3782218,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Isabel Sánchez,Profesional,10,Profesional,4560386,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Carlos Rodríguez,Asesor,10,Profesional,4366275,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Ana González,Asesor,10,Profesional,3525362,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Miguel Ramírez,Asesor,10,Profesional,3345979,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Pedro Rodríguez,Consultor,10,Profesional,3354630,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Miguel Sánchez,Profesional,10,Profesional,3760011,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Luis Rodríguez,Analista,10,Profesional,3513984,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Luis González,Profesional,10,Profesional,3695535,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Carmen López,Consultor,10,Profesional,3782705,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Carmen Hernández,Asesor,10,Profesional,4148780,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Isabel Hernández,Profesional,10,Profesional,3634898,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,María Ramírez,Especialista,10,Profesional,3498303,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Juan González,Consultor,10,Profesional,3598272,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Transportes,Carlos García,Profesional,10,Profesional,3699416,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Juan Hernández,Analista,10,Profesional,3496313,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Isabel Torres,Consultor,10,Profesional,3588862,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Ana Rodríguez,Profesional,10,Profesional,3456518,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Ana Martínez,Analista,10,Profesional,3305236,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Energía,Luis Sánchez,Analista,10,Profesional,3607500,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Obras Públicas,Ana García,Analista,11,Profesional,3019646,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Pedro Ramírez,Analista,11,Profesional,3339420,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,María López,Profesional,11,Profesional,3502078,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Discapacidad,Carmen Torres,Profesional,11,Profesional,3375937,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Carmen Ramírez,Especialista,11,Profesional,3796778,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de la Mujer,Carlos Rodríguez,Analista,11,Profesional,2996235,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Justicia,Carmen López,Especialista,11,Profesional,3042727,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Ana Pérez,Especialista,11,Profesional,3579402,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Aysén,Pedro Ramírez,Analista,11,Profesional,3739884,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Luis Torres,Especialista,11,Profesional,3137415,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Arica y Parinacota,Ana Martínez,Asesor,11,Profesional,3388753,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Pedro Sánchez,Profesional,11,Profesional,3529256,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Ana Torres,Asesor,11,Profesional,3095864,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Isabel Pérez,Analista,11,Profesional,3486360,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Bienes Nacionales,Luis López,Especialista,11,Profesional,3163138,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Agricultura,Carmen Hernández,Profesional,11,Profesional,3481427,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Medio Ambiente,Isabel Pérez,Especialista,11,Profesional,3806368,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Carmen Ramírez,Profesional,11,Profesional,3889392,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Isabel Torres,Especialista,11,Profesional,3814194,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Pedro García,Profesional,11,Profesional,3376703,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Presidencia de la República,Carmen González,Profesional,11,Profesional,3602077,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,María Torres,Consultor,11,Profesional,3372434,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Isabel Rodríguez,Profesional,11,Profesional,3498277,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Miguel Sánchez,Consultor,11,Profesional,4081156,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de La Araucanía,Pedro López,Especialista,11,Profesional,3717786,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Isabel Hernández,Especialista,11,Profesional,3036271,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Trabajo,Miguel Pérez,Consultor,12,Profesional,3063626,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Pedro Hernández,Profesional,12,Profesional,2850056,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Vivienda,Ana González,Analista,12,Profesional,3479857,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional del Biobío,Carmen Hernández,Analista,12,Profesional,3019551,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Valparaíso,Luis Rodríguez,Analista,12,Profesional,3638059,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Magallanes,Ana Sánchez,Analista,12,Profesional,2957306,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Pedro Torres,Profesional,12,Profesional,3008551,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,María Martínez,Profesional,12,Profesional,3056125,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Elena Rodríguez,Consultor,12,Profesional,2838104,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional Metropolitano,Carlos García,Asesor,12,Profesional,2950225,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Lagos,Ana Sánchez,Consultor,12,Profesional,3339385,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Agrícola y Ganadero,María Ramírez,Asesor,12,Profesional,2765001,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Carmen Hernández,Profesional,12,Profesional,2895549,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Luis Sánchez,Asesor,12,Profesional,3036608,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Turismo,Carmen Hernández,Consultor,12,Profesional,3499397,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Miguel Rodríguez,Especialista,12,Profesional,2775293,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Miguel Sánchez,Analista,12,Profesional,2715218,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio del Deporte,Isabel Rodríguez,Analista,12,Profesional,2911898,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio de Impuestos Internos,Isabel Pérez,Profesional,12,Profesional,2740960,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Educación,Carlos Martínez,Asesor,12,Profesional,2586033,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Capacitación,Miguel García,Analista,12,Profesional,2898008,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Carlos García,Asesor,12,Profesional,2825810,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,María Rodríguez,Profesional,12,Profesional,2818822,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Menores,Elena Ramírez,Analista,12,Profesional,3432049,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Bienes Nacionales,Pedro Rodríguez,Analista,12,Profesional,3428917,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Luis García,Profesional,12,Profesional,2985550,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Isabel Pérez,Asesor,12,Profesional,3318503,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Salud,Ana Martínez,Profesional,12,Profesional,2779817,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Los Ríos,Carlos Hernández,Profesional,12,Profesional,2903619,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Ana López,Consultor,12,Profesional,3225968,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Hacienda,Juan Hernández,Profesional,12,Profesional,2711901,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,María Pérez,Especialista,12,Profesional,3359407,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Defensa,Carmen López,Especialista,12,Profesional,3304744,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de las Culturas,Ana Hernández,Analista,12,Profesional,3096107,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Servicio Nacional de Pesca,Carmen Pérez,Asesor,12,Profesional,2421440,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Gobierno Regional de Ñuble,Pedro Hernández,Analista,12,Profesional,2820176,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
Ministerio de Ciencia,Juan García,Analista,12,Profesional,2729739,sintetico_realista,generado_automaticamente,2025-09-23 18:11:18
